Word,Count,Typed Correctly,WPM,Error-free %
Arkite,1,1.0,107.418826,100.0
Armenia,1,1.0,133.160173,100.0
Arodi,1,1.0,113.222141,100.0
Aroer,1,0.0,44.214089,0.0
Arphaxad,6,0.6666666666666666,73.47752283333334,66.66666666666666
Arvadian,1,1.0,61.768288,100.0
As,3,0.6666666666666666,55.99269933333333,66.66666666666666
Asenath,3,1.0,115.52435866666667,100.0
Ashbel,1,1.0,119.680285,100.0
Asher,5,1.0,103.9018644,100.0
Ashkenaz,1,1.0,106.559483,100.0
Ashteroth,1,1.0,126.986069,100.0
Asshur,1,1.0,116.212325,100.0
Asshurim,1,0.0,71.724736,0.0
Assir,1,1.0,119.88288,100.0
Assur,1,1.0,118.284899,100.0
Assyrians,2,1.0,116.1428905,100.0
At,3,0.3333333333333333,45.05109366666667,33.33333333333333
Atad,1,0.0,17.805147,0.0
Avith,1,1.0,82.844115,100.0
Awakening,1,1.0,112.441484,100.0
Baal,5,1.0,92.2411278,100.0
Babel,1,1.0,114.373452,100.0
Babylon,1,1.0,107.118381,100.0
Basemath,6,0.8333333333333334,116.06978816666667,83.33333333333334
Be,3,1.0,91.38394699999999,100.0
Because,14,0.7857142857142857,122.61555664285716,78.57142857142857
Becher,1,1.0,145.426272,100.0
Bedad,1,1.0,95.736978,100.0
Beeri,1,1.0,122.02741,100.0
Beersheba,7,0.8571428571428571,117.25658342857143,85.71428571428571
Behold,33,0.8787878787878788,119.82087912121212,87.87878787878788
Bela,5,1.0,120.97169199999999,100.0
Belteshazzar,4,0.75,78.540335,75.0
Benjamin,18,0.8333333333333334,112.79098205555556,83.33333333333334
Benoni,1,1.0,97.638681,100.0
Beor,1,1.0,111.789919,100.0
Bera,1,1.0,119.84339,100.0
Bered,1,1.0,138.164079,100.0
Beria,1,1.0,97.345287,100.0
Beriah,1,1.0,138.974674,100.0
Bethel,12,0.9166666666666666,141.815791,91.66666666666666
Bethlehem,2,1.0,123.7413055,100.0
Bethuel,8,0.875,134.970833,87.5
Beware,3,0.6666666666666666,89.77646666666665,66.66666666666666
Bilhah,8,1.0,121.927644,100.0
Bilhan,1,1.0,97.382205,100.0
Birsha,1,1.0,109.986833,100.0
Blessed,3,1.0,115.89725600000001,100.0
Book,2,1.0,121.504136,100.0
Both,1,1.0,128.909526,100.0
Bozrah,1,0.0,62.54036,0.0
Bring,9,0.7777777777777778,101.15550311111112,77.77777777777779
Brothers,1,1.0,129.98619,100.0
Burden,1,0.0,26.556978,0.0
Bury,3,1.0,110.13257466666666,100.0
But,172,0.9651162790697675,93.41527926744186,96.51162790697676
Buy,1,0.0,31.850918,0.0
Buz,1,1.0,111.400473,100.0
By,6,1.0,80.4143255,100.0
Cain,15,0.8,110.19278126666667,80.0
Cainan,4,1.0,107.7799445,100.0
Calah,2,1.0,121.48289,100.0
Call,1,1.0,119.845071,100.0
Calumny,1,1.0,96.488114,100.0
Canaan,48,0.8541666666666666,101.244576,85.41666666666666
Canaanite,8,1.0,101.120387375,100.0
Canaanites,5,1.0,120.0937488,100.0
Caphtorim,1,1.0,48.947737,100.0
Carmi,2,1.0,118.8146175,100.0
Carry,1,1.0,120.323442,100.0
Casluhim,1,0.0,39.3415,0.0
Cast,3,0.6666666666666666,87.90046566666666,66.66666666666666
Cause,1,1.0,149.653727,100.0
Certainly,2,1.0,150.884338,100.0
Chalanne,1,1.0,39.359453,100.0
Chaldeans,3,1.0,135.30447566666666,100.0
Chedorlaomer,5,0.6,68.76022379999999,60.0
Cheran,1,1.0,98.816497,100.0
Cherubim,1,0.0,64.956453,0.0
Chesed,1,1.0,120.834766,100.0
Choose,1,1.0,70.350921,100.0
Chorreans,1,1.0,109.599854,100.0
Christ,2,1.0,146.3781215,100.0
City,2,1.0,131.94741199999999,100.0
Come,12,0.8333333333333334,91.82910733333334,83.33333333333334
Complete,2,1.0,122.670434,100.0
Conceiving,1,1.0,75.49749,100.0
Could,1,0.0,33.180205,0.0
Crossing,1,0.0,42.636958,0.0
Cursed,2,1.0,93.8182115,100.0
Cush,3,1.0,154.21991166666666,100.0
Cut,1,0.0,38.995854,0.0
Dadan,1,0.0,54.768088,0.0
Damascus,2,0.5,78.925343,50.0
Dan,7,1.0,96.22106571428571,100.0
Daniel,1,1.0,158.619096,100.0
David,2,1.0,128.6161095,100.0
Day,3,1.0,79.29424233333333,100.0
Deborah,1,1.0,101.936254,100.0
Dedan,2,0.5,88.342176,50.0
Deliver,1,1.0,141.837523,100.0
Depart,3,0.6666666666666666,93.91862099999999,66.66666666666666
Departing,1,0.0,33.206041,0.0
Descend,1,1.0,117.388329,100.0
Did,3,1.0,109.311666,100.0
Diklah,1,0.0,54.998398,0.0
Dinah,5,1.0,126.8445308,100.0
Dinhabah,1,1.0,97.762876,100.0
Disan,1,1.0,105.172283,100.0
Dishan,2,1.0,149.5659895,100.0
Dishon,4,1.0,146.79198325,100.0
Do,30,1.0,72.53998240000001,100.0
Does,1,1.0,121.753669,100.0
Doesn,1,1.0,93.19733,100.0
Dothan,2,0.5,96.946362,50.0
Drink,2,1.0,109.0228295,100.0
Dumah,1,1.0,67.008175,100.0
Dwell,1,1.0,106.005557,100.0
Earth,2,0.5,69.164334,50.0
East,1,1.0,130.482476,100.0
Ebal,1,1.0,135.723198,100.0
Eber,6,1.0,127.107851,100.0
Eden,1,1.0,130.440209,100.0
Edom,11,0.9090909090909091,113.44317981818182,90.9090909090909
Egypt,164,0.8292682926829268,88.23321487804878,82.92682926829268
Egyptian,12,0.6666666666666666,84.56108283333333,66.66666666666666
Egyptians,46,0.7391304347826086,107.47380530434783,73.91304347826086
Ehi,1,1.0,104.787389,100.0
Elah,1,1.0,116.909601,100.0
Elam,1,1.0,104.121118,100.0
Elamites,2,0.5,92.81391049999999,50.0
Eldaah,1,1.0,100.763967,100.0
Eleazar,4,1.0,107.15882524999999,100.0
Eliezer,2,1.0,111.2906655,100.0
Eliphaz,6,0.8333333333333334,85.60576916666668,83.33333333333334
Elishah,1,1.0,128.557243,100.0
Elizabeth,1,0.0,75.744945,0.0
Elkanah,1,1.0,106.539112,100.0
Elon,3,1.0,113.395173,100.0
Elzaphan,1,0.0,61.732942,0.0
Emim,1,1.0,116.70187,100.0
Encampments,2,1.0,121.3266255,100.0
Enmity,1,1.0,104.78121,100.0
Enoch,8,1.0,134.328294625,100.0
Enos,5,1.0,129.5959182,100.0
Enter,8,0.875,117.05430325,87.5
Ephah,1,1.0,135.785156,100.0
Epher,1,1.0,117.309083,100.0
Ephraim,12,0.5833333333333334,104.29001366666667,58.333333333333336
Ephrath,4,0.75,95.80156025,75.0
Ephron,11,0.7272727272727273,97.77811354545453,72.72727272727273
Er,5,1.0,106.57863439999998,100.0
Erech,1,1.0,114.552967,100.0
Eri,1,1.0,119.443987,100.0
Esau,57,0.9649122807017544,116.01148507017544,96.49122807017544
Eshcol,2,0.0,41.4593275,0.0
Esheban,1,1.0,107.010067,100.0
Eshtemoa,1,1.0,64.375119,100.0
Eternal,1,1.0,100.207716,100.0
Etham,1,1.0,103.017094,100.0
Ethiopia,1,0.0,74.122489,0.0
Euphrates,2,1.0,113.209509,100.0
Eve,2,1.0,95.173553,100.0
Even,3,0.3333333333333333,56.693695999999996,33.33333333333333
Extend,5,0.8,102.5892054,80.0
Ezbon,1,1.0,116.41845,100.0
Ezer,3,0.6666666666666666,80.33776766666666,66.66666666666666
Far,2,1.0,83.190556,100.0
Fill,1,1.0,90.923006,100.0
Flock,1,1.0,155.734771,100.0
For,127,0.9133858267716536,109.422326503937,91.33858267716536
From,9,0.8888888888888888,94.664115,88.88888888888889
Gad,5,1.0,92.2933134,100.0
Gaham,1,0.0,27.946928,0.0
Gatam,2,1.0,89.679484,100.0
Gather,2,1.0,114.3373915,100.0
Gaza,1,0.0,57.113609,0.0
Gehon,1,1.0,124.500789,100.0
Gentiles,2,0.5,121.044594,50.0
Gera,1,1.0,133.832528,100.0
Gerar,8,0.625,99.842001875,62.5
Gershom,1,1.0,107.070436,100.0
Gershon,3,1.0,141.21256233333335,100.0
Gether,1,1.0,151.54573,100.0
Gilead,5,1.0,138.8475304,100.0
Girgashite,1,1.0,135.258123,100.0
Girgashites,1,0.0,82.854569,0.0
Give,13,0.9230769230769231,101.55209784615384,92.3076923076923
Go,21,0.9523809523809523,66.99785876190477,95.23809523809523
God,383,0.9608355091383812,112.71919072323759,96.08355091383812
Gomer,2,1.0,137.93365749999998,100.0
Gomorrah,8,0.75,99.49125587500001,75.0
Gomorrhites,1,1.0,73.072024,100.0
Goshen,10,0.8,118.35885269999999,80.0
Greet,1,0.0,36.957417,0.0
Guni,1,1.0,124.014221,100.0
HE,1,1.0,72.859494,100.0
Hadad,2,0.5,75.9418455,50.0
Hadar,1,1.0,84.682761,100.0
Hadoram,1,1.0,92.672616,100.0
Hagar,9,0.8888888888888888,106.31625111111111,88.88888888888889
Haggi,1,1.0,104.607005,100.0
Hai,2,1.0,91.84632400000001,100.0
Ham,9,1.0,108.12073855555555,100.0
Hamathite,1,0.0,67.537609,0.0
Hamor,6,1.0,109.24533833333334,100.0
Hamul,1,1.0,126.120432,100.0
Hanoch,3,1.0,140.50881233333334,100.0
Happiness,1,1.0,104.666941,100.0
Haran,13,0.9230769230769231,115.83608823076922,92.3076923076923
Has,1,0.0,20.602534,0.0
Have,3,1.0,101.22864133333333,100.0
Havilah,3,1.0,117.13188933333333,100.0
Having,3,0.6666666666666666,79.569585,66.66666666666666
Hazarmaveth,1,0.0,55.625135,0.0
Hazazontamar,1,0.0,25.70969,0.0
Hazo,1,1.0,121.453552,100.0
He,99,0.9595959595959596,85.22228334343434,95.95959595959596
Hear,1,1.0,139.628881,100.0
Hearing,3,1.0,174.42462133333333,100.0
Heaven,2,0.5,75.0783225,50.0
Heber,2,0.5,109.24245350000001,50.0
Hebrew,7,0.7142857142857143,96.74611428571428,71.42857142857143
Hebrews,12,1.0,121.00654208333333,100.0
Hebron,6,1.0,128.01730383333333,100.0
Heliopolis,3,0.3333333333333333,79.58991999999999,33.33333333333333
Heman,1,1.0,91.429735,100.0
Hemdan,1,1.0,66.40689,100.0
Here,5,1.0,102.317781,100.0
Heth,9,1.0,131.421468,100.0
Hevilath,1,1.0,107.187344,100.0
Hezron,3,0.6666666666666666,94.28088666666667,66.66666666666666
High,5,0.8,103.2984844,80.0
Him,21,0.9523809523809523,105.65260057142856,95.23809523809523
Hirah,2,1.0,117.9447185,100.0
His,11,0.9090909090909091,84.64284181818182,90.9090909090909
Hittite,10,0.8,104.3965068,80.0
Hittites,1,1.0,132.914452,100.0
Hivite,6,1.0,135.17853666666667,100.0
Hobah,1,1.0,80.677933,100.0
Holy,2,1.0,149.5963195,100.0
Horeb,1,0.0,37.485703,0.0
Hori,1,1.0,130.353003,100.0
Horite,1,1.0,118.028604,100.0
Horites,3,1.0,144.36679766666666,100.0
House,2,1.0,134.121727,100.0
How,11,0.9090909090909091,97.51068927272728,90.9090909090909
However,3,1.0,136.825617,100.0
Hul,1,1.0,125.260582,100.0
Huppim,1,1.0,86.993012,100.0
Hurry,3,1.0,100.10674566666667,100.0
Husham,1,1.0,105.934572,100.0
Hushim,1,0.0,59.288241,0.0
I,630,0.9619047619047619,88.38741311269841,96.19047619047619
IS,1,1.0,153.813334,100.0
Idumea,1,1.0,118.011195,100.0
If,33,0.9393939393939394,73.26820418181819,93.93939393939394
Immediately,1,1.0,116.997228,100.0
Imnah,1,1.0,78.088643,100.0
In,86,0.8255813953488372,73.84671172093023,82.55813953488372
Increase,3,0.3333333333333333,59.54809233333333,33.33333333333333
Indeed,3,0.6666666666666666,79.23873566666667,66.66666666666666
Irad,2,1.0,141.166303,100.0
Iram,1,1.0,124.087985,100.0
Is,8,1.0,66.693855125,100.0
Isaac,68,0.9264705882352942,103.27904855882353,92.64705882352942
Iscah,1,1.0,69.493023,100.0
Ishbak,1,0.0,35.41733,0.0
Ishmael,16,1.0,143.4470194375,100.0
Ishmaelites,4,0.5,81.61059025,50.0
Israel,101,0.8514851485148515,120.83410604950494,85.14851485148515
Issachar,5,0.8,89.736332,80.0
It,25,0.96,78.65117988,96.0
Italy,1,1.0,125.278411,100.0
Ithamar,1,0.0,22.399888,0.0
Ithran,1,1.0,117.214418,100.0
Izhar,2,1.0,98.9034145,100.0
Jabbok,1,0.0,74.415043,0.0
Jabel,1,1.0,168.0174,100.0
Jachin,2,1.0,102.201574,100.0
Jacob,117,0.8974358974358975,109.53390994871795,89.74358974358975
Jahleel,1,0.0,55.01824,0.0
Jahzeel,1,1.0,87.89472,100.0
Jalam,3,1.0,107.214314,100.0
Jamin,2,1.0,121.8480725,100.0
Japheth,10,0.7,83.9638273,70.0
Jared,5,1.0,134.47484319999998,100.0
Jattir,1,1.0,122.7658,100.0
Javan,2,1.0,122.78216499999999,100.0
Jebusite,4,1.0,133.581754,100.0
Jebusites,1,1.0,143.488164,100.0
Jemuel,2,0.5,60.357663,50.0
Jerah,1,0.0,40.88237,0.0
Jerahmeel,1,1.0,61.410073,100.0
Jeroboam,2,0.5,73.364965,50.0
Jessui,1,1.0,98.590673,100.0
Jesua,1,1.0,82.47238,100.0
Jesus,4,1.0,141.5013555,100.0
Jetheth,1,1.0,77.797211,100.0
Jethro,3,0.6666666666666666,71.44919733333333,66.66666666666666
Jetur,1,1.0,128.533251,100.0
Jeush,3,0.6666666666666666,74.35951966666666,66.66666666666666
Jezer,1,1.0,82.092939,100.0
Jidlaph,1,1.0,83.511482,100.0
Job,1,1.0,109.812164,100.0
Jobab,3,1.0,117.04447699999999,100.0
Jochebed,1,1.0,81.57145,100.0
John,7,1.0,130.122098,100.0
Jokshan,2,1.0,75.44058749999999,100.0
Joktan,3,1.0,83.70188466666667,100.0
Jordan,5,1.0,132.0193258,100.0
Joseph,91,0.7802197802197802,107.83647628571428,78.02197802197803
Jubal,1,1.0,87.594119,100.0
Judah,28,0.8214285714285714,89.27867792857144,82.14285714285714
Judith,1,1.0,128.160944,100.0
Just,2,1.0,112.328728,100.0
Justly,1,1.0,109.424826,100.0
Kadesh,3,0.6666666666666666,124.95593266666667,66.66666666666666
Kadmonites,1,0.0,31.82184,0.0
Kanez,1,1.0,105.813299,100.0
Kedar,1,1.0,145.819751,100.0
Kedemah,1,0.0,60.821586,0.0
Kemuel,1,1.0,98.352327,100.0
Kenez,2,1.0,125.770396,100.0
Keni,1,1.0,117.260422,100.0
Kenites,1,1.0,148.188703,100.0
Kenizzites,1,1.0,112.348671,100.0
Keturah,2,1.0,139.0923575,100.0
Kiriathaim,1,0.0,20.787146,0.0
Kittim,1,1.0,100.867044,100.0
Know,2,1.0,120.956453,100.0
Kohath,4,1.0,112.51884375,100.0
Korah,6,0.8333333333333334,101.41687183333333,83.33333333333334
Korahites,1,0.0,50.50877,0.0
Laban,29,0.896551724137931,119.80047810344828,89.65517241379311
Lamech,10,1.0,137.1416948,100.0
Lamentation,2,0.0,44.977999,0.0
Latitude,1,0.0,54.485174,0.0
Lead,1,1.0,107.045813,100.0
Leah,22,0.9090909090909091,124.99912613636364,90.9090909090909
Lehabim,1,1.0,99.727036,100.0
Lesa,1,1.0,122.23175,100.0
Lest,2,1.0,100.21115649999999,100.0
Let,36,0.9722222222222222,94.43848305555555,97.22222222222221
Letushim,1,1.0,114.585406,100.0
Leummim,1,1.0,74.092667,100.0
Levi,11,1.0,115.72015618181818,100.0
Levite,1,1.0,83.678369,100.0
Levitical,1,1.0,101.078403,100.0
Libni,1,1.0,78.075345,100.0
Life,16,0.8125,117.3416986875,81.25
Lift,2,1.0,93.285465,100.0
Light,28,0.8214285714285714,122.46275746428572,82.14285714285714
Likewise,47,0.6808510638297872,86.12882348936171,68.08510638297872
Listen,3,1.0,133.69257933333333,100.0
Lo,6,0.6666666666666666,47.009744833333336,66.66666666666666
Lord,335,0.9462686567164179,136.70492432238805,94.6268656716418
Lot,27,0.8888888888888888,102.63480418518519,88.88888888888889
Lotan,4,1.0,113.165988,100.0
Lud,1,1.0,138.984491,100.0
Ludim,1,1.0,72.446289,100.0
Luz,3,0.6666666666666666,67.10204666666667,66.66666666666666
Maacah,1,0.0,21.180587,0.0
Machir,1,1.0,141.95165,100.0
Madai,1,1.0,93.845163,100.0
Magdiel,1,1.0,129.289311,100.0
Magog,1,1.0,131.049805,100.0
Mahalalel,5,0.6,71.84231159999999,60.0
Mahalath,1,1.0,132.522189,100.0
Mahanaim,1,1.0,67.076567,100.0
Mahli,1,1.0,102.88431,100.0
Mahujael,2,0.5,71.721469,50.0
Make,1,1.0,134.375235,100.0
Malchiel,1,1.0,94.750188,100.0
Mamre,10,1.0,113.3182323,100.0
Man,1,1.0,114.438249,100.0
Manahath,1,1.0,88.943386,100.0
Manasseh,10,0.8,99.0785131,80.0
Mash,1,1.0,151.244628,100.0
Masrekah,1,0.0,53.52527,0.0
Massa,1,1.0,120.679292,100.0
Mathusael,2,1.0,92.848895,100.0
Matred,1,1.0,123.686536,100.0
May,15,1.0,96.6451962,100.0
Meanwhile,4,0.75,103.3386415,75.0
Medan,1,1.0,94.075431,100.0
Mehetabel,1,0.0,61.627991,0.0
Melchizedek,1,1.0,118.683939,100.0
Merari,3,1.0,129.98629566666668,100.0
Meridian,1,1.0,147.036114,100.0
Meshech,1,1.0,90.559344,100.0
Mesopotamia,11,0.5454545454545454,77.60840527272727,54.54545454545454
Messa,1,0.0,27.712226,0.0
Methuselah,5,1.0,110.10113240000001,100.0
Mezahab,1,1.0,65.456905,100.0
Mibsam,1,0.0,56.896505,0.0
Mibzar,1,1.0,75.612603,100.0
Midian,7,1.0,136.02195657142857,100.0
Midianite,1,1.0,133.14383,100.0
Midianites,1,1.0,95.904091,100.0
Migdol,1,0.0,26.723703,0.0
Milcah,7,0.8571428571428571,114.08053214285714,85.71428571428571
Mishael,1,1.0,163.13687,100.0
Mishma,1,1.0,101.573626,100.0
Mishpat,1,1.0,113.643055,100.0
Mizraim,2,1.0,108.6645155,100.0
Mizzah,2,1.0,117.64294799999999,100.0
Moab,2,1.0,80.86913799999999,100.0
Moabites,1,1.0,78.021675,100.0
Moppim,1,1.0,55.981643,100.0
Moreover,3,0.6666666666666666,101.91485833333333,66.66666666666666
Moses,107,0.9065420560747663,119.06387161682244,90.65420560747664
Most,6,1.0,124.43394683333334,100.0
Mount,3,1.0,163.856264,100.0
Move,2,1.0,104.885579,100.0
Mushi,1,1.0,139.594708,100.0
My,15,0.9333333333333333,68.86552073333334,93.33333333333333
Naaman,1,1.0,123.266124,100.0
Nadab,1,1.0,82.651735,100.0
Nahath,2,1.0,112.15316999999999,100.0
Nahor,16,0.9375,102.4703530625,93.75
Nahshon,1,0.0,31.017485,0.0
Naphish,1,0.0,43.16703,0.0
Naphtali,5,0.4,42.0737898,40.0
Naphtuhim,1,1.0,44.282812,100.0
Nations,2,1.0,135.554253,100.0
Nazarite,1,1.0,127.738973,100.0
Nebaioth,3,0.6666666666666666,70.68944866666668,66.66666666666666
Nebat,1,1.0,122.002933,100.0
Nebuchadnezzar,1,0.0,56.522096,0.0
Neither,16,0.8125,111.4986455625,81.25
Nepheg,1,1.0,86.617129,100.0
Nevertheless,1,1.0,138.425937,100.0
Next,2,1.0,102.77226999999999,100.0
Night,2,1.0,113.910665,100.0
Nimrod,2,1.0,104.877881,100.0
Nineveh,2,0.5,90.103191,50.0
No,4,0.75,75.305296,75.0
Noah,33,0.8484848484848485,119.22843706060605,84.84848484848484
Noema,1,1.0,119.783066,100.0
North,1,1.0,132.596554,100.0
Not,2,1.0,120.733364,100.0
Nothing,1,1.0,159.939494,100.0
Now,64,0.859375,78.087561609375,85.9375
O,14,0.9285714285714286,51.19549228571429,92.85714285714286
Oak,1,1.0,73.900737,100.0
Oath,2,1.0,125.4568525,100.0
Obal,1,1.0,92.64777,100.0
Obtain,1,1.0,121.44294,100.0
Ohad,2,0.5,64.2327735,50.0
Oholibamah,7,0.5714285714285714,66.04259900000001,57.14285714285714
Omar,2,1.0,120.903055,100.0
On,7,0.8571428571428571,68.50188299999999,85.71428571428571
Onam,1,1.0,96.944475,100.0
Onan,4,1.0,95.15071725,100.0
One,6,0.8333333333333334,89.13474783333334,83.33333333333334
Only,6,0.8333333333333334,96.723753,83.33333333333334
Ophir,1,1.0,115.72005,100.0
Or,1,1.0,80.10202,100.0
Otherwise,3,1.0,144.341332,100.0
Our,2,0.0,16.891801,0.0
Palestinians,5,1.0,150.2545472,100.0
Pallu,2,1.0,94.975246,100.0
Paradise,15,1.0,133.28779306666667,100.0
Paran,2,0.5,75.453945,50.0
Pass,1,1.0,99.450415,100.0
Passover,4,0.75,112.791136,75.0
Pathrusim,1,1.0,110.905932,100.0
Pau,1,0.0,30.508845,0.0
Peace,1,1.0,110.354204,100.0
Peleg,5,1.0,128.460665,100.0
Peniel,2,0.5,91.986234,50.0
Perez,3,1.0,118.63704766666667,100.0
Perhaps,3,1.0,154.51067066666667,100.0
Perizzite,3,1.0,116.44124966666668,100.0
Perizzites,2,1.0,108.066524,100.0
Permit,1,1.0,105.886096,100.0
Petition,1,0.0,30.588972,0.0
Pharaoh,140,0.5214285714285715,77.55259333571429,52.142857142857146
Phicol,3,0.6666666666666666,81.20575366666667,66.66666666666666
Philistines,3,0.6666666666666666,104.441905,66.66666666666666
Phinehas,3,0.6666666666666666,84.29660733333333,66.66666666666666
Phison,1,1.0,120.782671,100.0
Pihahiroth,2,0.5,61.812741,50.0
Pildash,1,1.0,118.039829,100.0
Pile,1,1.0,98.389135,100.0
Pinon,1,1.0,117.918061,100.0
Pithom,1,0.0,30.727046,0.0
Place,3,1.0,128.192004,100.0
Pontus,2,1.0,107.0346365,100.0
Possessor,1,0.0,65.893834,0.0
Potiphar,1,1.0,83.294616,100.0
Potiphera,3,0.6666666666666666,72.372956,66.66666666666666
Pray,2,1.0,83.238765,100.0
Preserve,2,1.0,139.54870449999999,100.0
Produce,1,0.0,34.535907,0.0
Provide,2,1.0,151.73213049999998,100.0
Puah,1,0.0,25.483179,0.0
Put,4,0.75,82.00119775,75.0
Putiel,1,1.0,130.101582,100.0
Putiphar,1,0.0,64.398858,0.0
Puvah,1,1.0,81.02554,100.0
Quickly,1,1.0,106.281479,100.0
Raamah,2,1.0,109.259175,100.0
Raamses,1,1.0,91.607829,100.0
Racal,1,1.0,120.166039,100.0
Rachel,31,0.9032258064516129,146.00651722580645,90.32258064516128
Rameses,2,1.0,113.1296385,100.0
Ramoth,1,0.0,25.706817,0.0
Reach,1,0.0,20.739382,0.0
Rebekah,20,0.7,98.74815344999999,70.0
Receive,1,0.0,51.703951,0.0
Recognize,1,1.0,139.897985,100.0
Recount,1,1.0,172.665141,100.0
Red,2,1.0,125.962018,100.0
Rehoboth,1,1.0,116.529296,100.0
Release,14,0.7857142857142857,113.80852457142858,78.57142857142857
Remember,1,1.0,137.235527,100.0
Render,1,1.0,132.321514,100.0
Rephaim,2,1.0,135.360352,100.0
Rescue,1,0.0,55.922323,0.0
Resen,1,1.0,147.422307,100.0
Responding,1,1.0,111.487359,100.0
Return,5,0.8,97.30655540000001,80.0
Reu,4,1.0,104.34403075,100.0
Reuben,15,0.9333333333333333,114.71460913333334,93.33333333333333
Reuel,6,1.0,112.82871666666666,100.0
Reumah,1,0.0,36.653481,0.0
Riphath,1,1.0,125.2887,100.0
Rise,6,1.0,110.0813235,100.0
Rodanim,1,1.0,105.114779,100.0
Rosh,1,1.0,127.913155,100.0
Sabtah,1,0.0,50.57553,0.0
Sabteca,1,1.0,105.547308,100.0
Salem,2,1.0,96.409998,100.0
Salt,1,1.0,111.178786,100.0
Samarite,1,1.0,69.556934,100.0
Samlah,1,1.0,106.768375,100.0
Sanctify,1,1.0,102.065489,100.0
Sarah,30,0.9666666666666667,113.7465744,96.66666666666667
Sarai,13,0.8461538461538461,105.31511053846154,84.61538461538461
Save,1,1.0,105.361428,100.0
Savior,1,1.0,118.546233,100.0
Say,3,1.0,96.12977566666666,100.0
Scarcely,1,0.0,51.351757,0.0
Sea,3,1.0,112.30190666666665,100.0
Search,1,1.0,188.29037,100.0
Seas,2,1.0,89.396314,100.0
Seba,1,1.0,119.842205,100.0
See,7,1.0,90.50117085714285,100.0
Sees,1,1.0,118.383296,100.0
Seir,9,0.8888888888888888,103.2866058888889,88.88888888888889
Sell,1,1.0,91.779786,100.0
Send,2,1.0,113.53650999999999,100.0
Sephar,1,1.0,123.879578,100.0
Sered,1,0.0,43.950855,0.0
Serug,4,0.5,85.0706755,50.0
Set,1,1.0,81.903102,100.0
Seth,7,1.0,153.24099685714285,100.0
Seven,2,1.0,135.8427115,100.0
Sevenfold,1,1.0,130.82189,100.0
Shammah,2,1.0,87.59229500000001,100.0
Shaul,3,1.0,135.19126166666666,100.0
Shaveh,2,1.0,89.662991,100.0
She,14,0.9285714285714286,99.87274642857143,92.85714285714286
